link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/a-post-election-fever-dream_us_58334042e4b058ce7aac4cfa,A Post-Election Fever Dream,POLITICS,"At 72, I experienced election night with a 103-degree temperature, so it was literally a fever-dream for me. And in a certain","Tom Engelhardt, ContributorEditor, TomDispatch.com",2016-11-21
https://www.huffingtonpost.com/entry/lessons-from-lincoln-the_us_5b9d372ae4b03a1dcc85a0cd,Lessons From Lincoln the Man...,HOME & LIVING,"Closely related to this gift of Lincoln, is his use of 'sayings' to drive home his point. ""If you can look into the seeds","Juliet Asante  , Contributor
Ms",2013-06-03
https://www.huffingtonpost.com/entry/the-worlds-most-unforgett_us_5b9df18de4b03a1dcc8f3b6d,The World's Most Unforgettable Bathroom View is in this Luxury Ecolodge,TRAVEL,"Among many other distinctions, the Inn has been named one of the World's Best Hotels by National Geographic and one of the Top 10 Eco-Lodges in the World by Outside Magazine.","TheCulture-ist, Contributor
The Culture-ist is an online magazine that covers conscious tr...",2014-03-25
https://www.huffingtonpost.com/entry/lindsey-graham-george-w-bush_us_5670b382e4b0dfd4bcbfdda0,Lindsey Graham Really Misses George W. Bush,POLITICS,"""I wish he were president right now.""",Sam Levine,2015-12-16
https://www.huffingtonpost.com/entry/jordan-peele-buzzfeed-create-alarming-fake-news-psa-this-is-a-dangerous-time_us_5ad61cb8e4b0edca2cbe54fb,"Jordan Peele, BuzzFeed Create Fake News Video To Warn Of 'Dangerous Time'",ENTERTAINMENT,"Barack Obama appears to say, ""Stay woke, bitches.""",Jenna Amatulli,2018-04-17
https://www.huffingtonpost.com/entry/why-did-french-queer-activists-unveil-a-banner-against_us_596f8257e4b0cb7be67b5ad9,Here's Why French Queer Activists Hung A Banner Against French President Macron,QUEER VOICES,How easy it seemed for our president to criticize his neighbor’s garden publicly in order to divert the gaze from his own.,"Cy Lecerf Maulpoix, ContributorJournalist, activist, writer",2017-07-19
https://www.huffingtonpost.com/entry/art-basel-miami-tips-for-event-travelers_us_5b9db842e4b03a1dcc8bf588,4 Timeless Tips for Event Travelers,TRAVEL,"Miami is a vibrant city with its own colorful palette. A New York or L.A. wardrobe stands out here as much as a Texas oil man on a white sand beach. And during Art Basel, one's garb is expected to be as artistic as the Picassos you're contemplating.","Scott Bridges, Contributor
Freelance food and travel writer",2013-12-20
https://www.huffingtonpost.com/entry/alan-alda-flame-challenge-science_n_6379170.html,The Little Question That Fueled Actor's Big Push For Plain-Spoken Science,SCIENCE,,David Freeman,2015-01-09
https://www.huffingtonpost.com/entry/uk-brexit-polls_us_576a7fc8e4b065534f4844fd,HUFFPOLLSTER: What You Need To Know About Brexit Referendum Polling,POLITICS,All the challenges of modern polling converge in efforts to gauge this week's vote.,"Natalie Jackson, Ariel Edwards-Levy, and Janie Velencia",2016-06-22
https://www.huffingtonpost.com/entry/meaning-of-confidence_us_5b9d6b14e4b03a1dcc87c667,"What Is Confidence, Really?",WELLNESS,"When you're ""owning it,"" it means that you're totally and completely at peace with who you are in every moment, interaction and experience. You make no apologies for being awkward, nervous, excited, loud, soft spoken or other... you're just you.","Stephenie Zamora, Contributor
Life and Business Coach",2013-08-16
https://www.huffingtonpost.com/entry/video-how-to-make-a-hot-t_us_5b9db726e4b03a1dcc8be5f1,Video: How to Make a Hot Toddy,FOOD & DRINK,This warm and comforting classic cocktail will cure what ails you.,"Liquor.com, Contributor
Liquor.com",2013-12-12
https://www.huffingtonpost.com/entry/obama-title-ix_us_585afcd5e4b0eb5864851a93,How Obama Took An Existing Feminist Law And Made It Even Stronger,POLITICS,"The president fought for equality for transgender students, female athletes and sexual assault survivors everywhere.",Travis Waldron,2017-01-07
https://www.huffingtonpost.com/entry/we-could-have-avoided-the-deaths-of-the-undocumented_us_59763ac5e4b0c6616f7ce41c,We Could Have Avoided The Deaths Of The Undocumented Immigrants In Texas,POLITICS,"By Thomas Kennedy When my parents came to the United States almost two decades ago, they did not think that they would spend","Center for Community Change Action, ContributorSocial justice organization",2017-07-24
https://www.huffingtonpost.com/entry/star-wars-starbucks-and-the-lesson-that-changed-my-life_b_6663874.html,"Star Wars, Starbucks and the Lesson That Changed My Life",WOMEN,"Cultivating resilience in the face of adversity is something a Jedi does quite well, and I am all about it.","Di Ana Pisarri, ContributorA NYC based coach, writer, and speaker. Working with women and...",2015-03-05
https://www.huffingtonpost.com/entry/dont-be-surprised-by-reti_b_5738792.html,Don't Be Surprised by Retiree Healthcare Costs,FIFTY,,"Jason Alderman, ContributorVice President, Knoweldge Universe",2014-10-01
https://www.huffingtonpost.com/entry/24k-gold-nail-polish-grammys_us_5b9b4d42e4b03a1dcc7674c9,Red Carpet Manicure Creates 24K Gold Nail Polish For The Grammys,STYLE & BEAUTY,"On Sunday night, I'll be planted in front of my flat screen TV watching the Grammys to see which musicians take home the",Dana Oliver,2012-02-09
https://www.huffingtonpost.com/entry/linkin-park-in-the-end-movie-remix_us_56980392e4b0b4eb759dbbba,Linkin Park's 'In The End' Remixed With 183 Of Your Favorite Movies,ENTERTAINMENT,But it doesn't even matter.,Cole Delbyck,2016-01-14
https://www.huffingtonpost.com/entry/the-rapunzel-epidemic_b_6165268.html,The Rapunzel Epidemic,WOMEN,"As women, we must not be afraid to stand alone for a while. We must find who we were before we were someone's wife and mother. We had a life, a name other than honey or mom. It's possible to find love again. It's necessary, to fall in love with yourself first.","Meryl Hartstein, ContributorPublished author of ""You Were Born to Shine""  Strategic Life C...",2014-11-18
https://www.huffingtonpost.com/entry/so-you-want-to-buy-a-sofa_b_5944586.html,So You Want to Buy a Sofa?,COMEDY,"Working in interior design for years, I have been presented with some unusual challenges. I am approached by a woman who is slightly less than five feet tall and weighs so little that she gets blown over when the A/C kicks on.","Bil Hitchcock, ContributorBil with One ""L"", Interior Designer, Writing, Southern Things,...",2014-10-07
https://www.huffingtonpost.com/entry/d-day_us_5b9bce1de4b03a1dcc7a68ef,Remembering D-Day this Father's Day,PARENTING,"When I became a father, I realized for the first time what it might be like to send a child off to war.","John McCormick, Contributor
Author, 'Dad, Tell Me a Story'",2012-06-05
https://www.huffingtonpost.com/entry/victorias-secret-model-al_b_5791666.html,Victoria's Secret Model Alessandra Ambrosio Reveals She Uses Vitamin C Serums,STYLE,"With doctors and supermodels backing topical skin care products with Vitamin C, it's no wonder these products are all the rage on internet shopping portals like Amazon.com.","Tim Schmidt, ContributorFounder of SkinPro",2014-09-10
https://www.huffingtonpost.com/entry/fossil-fuels-driving-glob_b_5176363.html,Fossil Fuels Driving Global Weather,GREEN,Chinese citizens are choking to death from coal pollution. Our coral reefs are rapidly dying from acidification due to burning coal. Our forests around the globe are dying from the unintended consequences.,"Dr. Reese Halter, ContributorBroadcaster & Biologist",2014-04-20
https://www.huffingtonpost.com/entry/sotu-as-a-studentgovernme_b_6533876.html,SOTU: Obama Now Sounds Like a Candidate for High School Class President,POLITICS,"Now, with a Congress fully in the hands of a Republican Party increasingly dominated by its right wing, he can make all the ringing proclamations he wants to about taxing the rich to help the middle class.","Michael Goldstein, ContributorPolitical writer, author, mediator and death penalty appeals l...",2015-01-26
https://www.huffingtonpost.com/entry/michelle-obama-marilyn-monroe-moment_us_5b9dfb28e4b03a1dcc8fdacf,President Obama Saves FLOTUS From A Marilyn Monroe Moment,STYLE & BEAUTY,"Chivalry isn't dead, ladies! Thankfully, Barack was by his wife every step of the way and was able to save FLOTUS from a",Dana Oliver,2014-04-12
https://www.huffingtonpost.com/entry/what-the-hacker-scandal-m_b_5750046.html,What the Hacker Scandal Means for Society,ENTERTAINMENT,"Why do we normalize forced and involuntary pornography of women? Why do we consistently participate in the exploitation of women, and why do we turn the ownership of the female body into a spectator sport?","Katrina Sands, ContributorTorontonian, Traveler, Activist",2014-09-02
https://www.huffingtonpost.com/entry/donald-trump-department-energy-names-climate-change-list_us_584b2b77e4b04c8e2bb001d4,Trump Team Requests List Of Government Employees Who Worked On Climate Change,POLITICS,"This has all the makings of ""an illegal modern-day political witch hunt.""",Ryan Grenoble,2016-12-10
https://www.huffpost.com/entry/clay-jenkins-warning-dallas-children-coronavirus_n_61176762e4b0a2603b7e1fe3,Texas Judge Says There Are No Kid ICU Beds: Have To ‘Wait For Another Child To Die',POLITICS,"""That means if your child's in a car wreck ... and needs an ICU bed ... we don't have one,"" said Dallas County Judge Clay Jenkins.",Lee Moran,2021-08-14
https://www.huffingtonpost.com/entry/michelle-obama-jeopardy_n_6939122.html,Michelle Obama Appears On 'Jeopardy!',POLITICS,,Amber Ferguson,2015-03-25
https://www.huffingtonpost.com/entry/praying-mantis-glasses_us_568fe902e4b0cad15e648059,Here's Why Scientists Are Giving Tiny Glasses To Insects,SCIENCE,Have you ever seen a praying mantis look so chic?,Jacqueline Howard,2016-01-09
https://www.huffingtonpost.com/entry/mariah-carey-reveals-her-bipoloar-ii-diagnosis_us_5acdfd50e4b06a6aac8da5f4,Mariah Carey Reveals Her Bipolar II Diagnosis In Candid Interview,ENTERTAINMENT,"""Until recently I lived in denial and isolation and in constant fear someone would expose me.""",Carly Ledbetter,2018-04-11
https://www.huffingtonpost.com/entry/bill-hader-justin-bieber-snl_us_5ab51f0ae4b054d118e269d9,Bill Hader Calls Justin Bieber The Worst-Behaved 'SNL' Guest,ENTERTAINMENT,So not a Belieber.,Ron Dicker,2018-03-23
https://www.huffingtonpost.com/entry/owl-cruiser-crashed-louisiana_us_567faedde4b06fa68880533e,Cop Crashed Cruiser Into Ditch After This Owl Attacked His Head,WEIRD NEWS,Officer only suffered minor scratches.,Lee Moran,2015-12-27
https://www.huffingtonpost.com/entry/to-create-jobs-break-the_us_5bb19562e4b01857b70868d6,"To Create Jobs, Break The ICE -- Innovate, Collaborate, Educate",IMPACT,"To keep America strong and Americans working, opportunity must flow to everyone. Regions with lower unemployment and greater growth prospects break the ice by finding the connections between innovation, collaboration, and education -- a flow of resources to create, attract, and grow jobs.","Rosabeth Moss Kanter, Contributor
Professor, Harvard Business School",2012-06-24
https://www.huffingtonpost.com/entry/work-life-balance_us_5b9b94d8e4b03a1dcc78cd06,Is Work-Life Balance a Myth?,PARENTING,Many moms are happy and willing to martyr themselves.,"LearnVest, Contributor
LearnVest is a program for your money.",2012-04-17
https://www.huffingtonpost.com/entry/manufacturing-resentment-trump-targets-transgender_us_5978c976e4b01cf1c4bb74e2,Manufacturing Resentment: Trump Targets Transgender Americans In Military,POLITICS,"I call on Donald Trump not only to confess this betrayal, but also to change course and support fully equal rights for transgender people.","Susan Thistlethwaite, ContributorI am a Professor of Theology and President Emerita of Chicago ...",2017-07-26
https://www.huffingtonpost.com/entry/mexico-missing-students-anniversary-march_us_5606fa0ce4b0768126fdcaba,Thousands Protest In Mexico One Year After 43 Students Went Missing,THE WORLDPOST,"The students' relatives led a massive ""march of national indignation"" through the capital.",Charlotte Alfred,2015-09-27
https://www.huffingtonpost.com/entry/saudi-implosion-succession-hubris-and-an-obsession_us_594d1b41e4b0326c0a8d078f,"Saudi Implosion: Succession, Hubris And An Obsession With Iran",WORLD NEWS,"In 2015, upon becoming the King of Saudi Arabia, Salman bin Abdul-Aziz took a decision that cracked the foundation of the","Hossein Askari, ContributorProfessor of Business and International Affairs at George Wash...",2017-06-23
https://www.huffingtonpost.com/entry/shop-cats-of-new-york-photos_us_58fa8589e4b00fa7de1475e9,Adorable Portraits Explore The Lives Of Big-City Shop Cats,ARTS & CULTURE,These felines are the employees of the year.,Hilary Hanson,2017-04-22
https://www.huffingtonpost.com/entry/hiv-aids-numbers-statistics-worldwide_us_5b9c02bbe4b03a1dcc7bbe2c,HIV/AIDS By The Numbers,WELLNESS,- Less than 100 children in the region became infected with HIV in 2011. * There were 4.2 million people living with HIV,"Reuters, Reuters",2012-07-18
https://www.huffingtonpost.com/entry/etiquette-for-dummies_us_5b9d6749e4b03a1dcc8797c8,Etiquette for Dummies,DIVORCE,"It is so difficult to date online. I have only tried it for a short time, after divorcing my cheating ex-husband, but I find it to be rife with unsolvable mysteries. Here are some of my conundrums.","Marcy Miller, Contributor
Author, Rebooting in Beverly Hills",2013-08-05
https://www.huffingtonpost.com/entry/ranch-recipes-dressing-chicken_us_5b9d1e19e4b03a1dcc8496df,Ranch It: Recipes That Help You Make Everything Taste Like Ranch,FOOD & DRINK,It's not just for crudite.,Julie R. Thomson,2013-05-02
https://www.huffingtonpost.com/entry/hillary-clinton-returns-campaigning_us_57dac925e4b04a1497b2e6f6,Hillary Clinton Resumes Campaigning After Pneumonia As Race Tightens,POLITICS,"In the final stretch before the Nov. 8 election, Clinton was slated to attend a rally in North Carolina and speak at a dinner in Washington.","Amanda Becker, Reuters",2016-09-15
https://www.huffingtonpost.com/entry/neighborhood-rainbow-flags-egging_us_57bc685fe4b00d9c3a1a0802,Entire Neighborhood Flies Rainbow Flags After Bigots Egg Their Gay Neighbors,QUEER VOICES,"“One person’s act of fear and maliciousness created such a powerful statement of love.""",James Michael Nichols,2016-08-23
https://www.huffingtonpost.com/entry/just-because-you-dont-have-abs-doesnt-mean-your-baby-cant_us_56f17487e4b084c67221988e,Just Because You Don’t Have Abs Doesn't Mean Your Baby Can't,COMEDY,Baby fat is still fat.,Andy McDonald,2016-03-22
